
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
11:00:00;1033;Réelle
10:30:00;749;Réelle
10:00:00;846;Réelle
09:30:00;562;Réelle
09:00:00;659;Réelle
08:30:00;1275;Réelle
08:00:00;1268;Réelle
07:30:00;1088;Réelle
07:00:00;1081;Réelle
06:30:00;797;Réelle
06:00:00;894;Réelle
05:30:00;710;Réelle
05:00:00;807;Réelle
04:30:00;1423;Réelle
04:00:00;620;Réelle
03:30:00;1236;Réelle
03:00:00;1333;Réelle
02:30:00;1049;Réelle
02:00:00;1042;Réelle
01:30:00;862;Réelle
01:00:00;855;Réelle
00:30:00;571;Réelle

05/08/2025;;
00:00:00;741;Réelle
23:30:00;1053;Réelle
23:00:00;1150;Réelle
22:30:00;1766;Réelle
22:00:00;1863;Réelle
21:30:00;1579;Réelle
21:00:00;1572;Réelle
20:30:00;1392;Réelle
20:00:00;1385;Réelle
19:30:00;2001;Réelle
19:00:00;2098;Réelle
18:30:00;1814;Réelle
18:00:00;1911;Réelle
17:30:00;727;Réelle
17:00:00;824;Réelle
16:30:00;540;Réelle
16:00:00;637;Réelle
15:30:00;1253;Réelle
15:00:00;1246;Réelle
14:30:00;1066;Réelle
14:00:00;1059;Réelle
13:30:00;775;Réelle
13:00:00;872;Réelle
12:30:00;588;Réelle
12:00:00;685;Réelle
11:30:00;1301;Réelle
11:00:00;498;Réelle
10:30:00;1114;Réelle
10:00:00;1211;Réelle
09:30:00;927;Réelle
09:00:00;920;Réelle
08:30:00;740;Réelle
08:00:00;733;Réelle
07:30:00;1349;Réelle
07:00:00;546;Réelle
06:30:00;1162;Réelle
06:00:00;1259;Réelle
05:30:00;1075;Réelle
05:00:00;1172;Réelle
04:30:00;888;Réelle
04:00:00;985;Réelle
03:30:00;701;Réelle
03:00:00;694;Réelle
02:30:00;1414;Réelle
02:00:00;1407;Réelle
01:30:00;1123;Réelle
01:00:00;1220;Réelle
00:30:00;936;Réelle

04/08/2025;;
00:00:00;1002;Réelle
23:30:00;518;Réelle
23:00:00;511;Réelle
22:30:00;2131;Réelle
22:00:00;2124;Réelle
21:30:00;1840;Réelle
21:00:00;1937;Réelle
20:30:00;1653;Réelle
20:00:00;1750;Réelle
19:30:00;1466;Réelle
19:00:00;1563;Réelle
18:30:00;2179;Réelle
18:00:00;1376;Réelle
17:30:00;1092;Réelle
17:00:00;1085;Réelle
16:30:00;905;Réelle
16:00:00;898;Réelle
15:30:00;614;Réelle
15:00:00;711;Réelle
14:30:00;1327;Réelle
14:00:00;524;Réelle
13:30:00;1140;Réelle
13:00:00;1237;Réelle
12:30:00;953;Réelle
12:00:00;1050;Réelle
11:30:00;766;Réelle
11:00:00;759;Réelle
10:30:00;579;Réelle
10:00:00;572;Réelle
09:30:00;1188;Réelle
09:00:00;1285;Réelle
08:30:00;1001;Réelle
08:00:00;1098;Réelle
07:30:00;814;Réelle
07:00:00;911;Réelle
06:30:00;627;Réelle
06:00:00;724;Réelle
05:30:00;1440;Réelle
05:00:00;1433;Réelle
04:30:00;1253;Réelle
04:00:00;1246;Réelle
03:30:00;962;Réelle
03:00:00;1059;Réelle
02:30:00;775;Réelle
02:00:00;872;Réelle
01:30:00;588;Réelle
01:00:00;685;Réelle
00:30:00;1301;Réelle

03/08/2025;;
00:00:00;1367;Réelle
23:30:00;883;Réelle
23:00:00;876;Réelle
22:30:00;1492;Réelle
22:00:00;1589;Réelle
21:30:00;2205;Réelle
21:00:00;1402;Réelle
20:30:00;2018;Réelle
20:00:00;2115;Réelle
19:30:00;1831;Réelle
19:00:00;1928;Réelle
18:30:00;1644;Réelle
18:00:00;1637;Réelle
17:30:00;557;Réelle
17:00:00;550;Réelle
16:30:00;1166;Réelle
16:00:00;1263;Réelle
15:30:00;979;Réelle
15:00:00;1076;Réelle
14:30:00;792;Réelle
14:00:00;889;Réelle
13:30:00;605;Réelle
13:00:00;702;Réelle
12:30:00;1318;Réelle
12:00:00;1311;Réelle
11:30:00;1131;Réelle
11:00:00;1124;Réelle
10:30:00;840;Réelle
10:00:00;937;Réelle
09:30:00;653;Réelle
09:00:00;750;Réelle
08:30:00;466;Réelle
08:00:00;563;Réelle
07:30:00;1179;Réelle
07:00:00;1276;Réelle
06:30:00;992;Réelle
06:00:00;985;Réelle
05:30:00;905;Réelle
05:00:00;898;Réelle
04:30:00;614;Réelle
04:00:00;711;Réelle
03:30:00;1327;Réelle
03:00:00;1424;Réelle
02:30:00;1140;Réelle
02:00:00;1237;Réelle
01:30:00;953;Réelle
01:00:00;1050;Réelle
00:30:00;766;Réelle

02/08/2025;;
00:00:00;832;Réelle
23:30:00;1144;Réelle
23:00:00;1241;Réelle
22:30:00;1857;Réelle
22:00:00;1954;Réelle
21:30:00;1670;Réelle
21:00:00;1767;Réelle
20:30:00;1483;Réelle
20:00:00;1476;Réelle
19:30:00;2196;Réelle
19:00:00;2189;Réelle
18:30:00;1905;Réelle
18:00:00;2002;Réelle
17:30:00;818;Réelle
17:00:00;915;Réelle
16:30:00;631;Réelle
16:00:00;728;Réelle
15:30:00;1344;Réelle
15:00:00;541;Réelle
14:30:00;1157;Réelle
14:00:00;1150;Réelle
13:30:00;970;Réelle
13:00:00;963;Réelle
12:30:00;679;Réelle
12:00:00;776;Réelle
11:30:00;492;Réelle
11:00:00;589;Réelle
10:30:00;1205;Réelle
10:00:00;1302;Réelle
09:30:00;1018;Réelle
09:00:00;1115;Réelle
08:30:00;831;Réelle
08:00:00;824;Réelle
07:30:00;644;Réelle
07:00:00;637;Réelle
06:30:00;1253;Réelle
06:00:00;450;Réelle
05:30:00;1166;Réelle
05:00:00;1263;Réelle
04:30:00;979;Réelle
04:00:00;1076;Réelle
03:30:00;792;Réelle
03:00:00;889;Réelle
02:30:00;605;Réelle
02:00:00;598;Réelle
01:30:00;1318;Réelle
01:00:00;1311;Réelle
00:30:00;1027;Réelle

01/08/2025;;
00:00:00;1197;Réelle
23:30:00;609;Réelle
23:00:00;706;Réelle
22:30:00;2222;Réelle
22:00:00;1419;Réelle
21:30:00;2035;Réelle
21:00:00;2028;Réelle
20:30:00;1848;Réelle
20:00:00;1841;Réelle
19:30:00;1557;Réelle
19:00:00;1654;Réelle
18:30:00;1370;Réelle
18:00:00;1467;Réelle
17:30:00;1183;Réelle
17:00:00;1280;Réelle
16:30:00;996;Réelle
16:00:00;1093;Réelle
15:30:00;809;Réelle
15:00:00;802;Réelle
14:30:00;622;Réelle
14:00:00;615;Réelle
13:30:00;1231;Réelle
13:00:00;1328;Réelle
12:30:00;1044;Réelle
12:00:00;1141;Réelle
11:30:00;857;Réelle
11:00:00;954;Réelle
10:30:00;670;Réelle
10:00:00;767;Réelle
09:30:00;483;Réelle
09:00:00;476;Réelle
08:30:00;1196;Réelle
08:00:00;1189;Réelle
07:30:00;905;Réelle
07:00:00;1002;Réelle
06:30:00;718;Réelle
06:00:00;815;Réelle
05:30:00;631;Réelle
05:00:00;728;Réelle
04:30:00;1344;Réelle
04:00:00;1441;Réelle
03:30:00;1157;Réelle
03:00:00;1150;Réelle
02:30:00;970;Réelle
02:00:00;963;Réelle
01:30:00;679;Réelle
01:00:00;776;Réelle
00:30:00;1392;Réelle

31/07/2025;;
00:00:00;558;Réelle
23:30:00;974;Réelle
23:00:00;967;Réelle
22:30:00;1687;Réelle
22:00:00;1680;Réelle
21:30:00;1396;Réelle
21:00:00;1493;Réelle
20:30:00;2109;Réelle
20:00:00;2206;Réelle
19:30:00;1922;Réelle
19:00:00;2019;Réelle
18:30:00;1735;Réelle
18:00:00;1832;Réelle
17:30:00;648;Réelle
17:00:00;641;Réelle
16:30:00;461;Réelle
16:00:00;454;Réelle
15:30:00;1070;Réelle
15:00:00;1167;Réelle
14:30:00;883;Réelle
14:00:00;980;Réelle
13:30:00;696;Réelle
13:00:00;793;Réelle
12:30:00;509;Réelle
12:00:00;606;Réelle
11:30:00;1222;Réelle
11:00:00;1215;Réelle
10:30:00;1035;Réelle
10:00:00;1028;Réelle
09:30:00;744;Réelle
09:00:00;841;Réelle
08:30:00;557;Réelle
08:00:00;654;Réelle
07:30:00;1270;Réelle
07:00:00;467;Réelle
06:30:00;1083;Réelle
06:00:00;1180;Réelle
05:30:00;996;Réelle
05:00:00;1093;Réelle
04:30:00;809;Réelle
04:00:00;802;Réelle
03:30:00;1418;Réelle
03:00:00;615;Réelle
02:30:00;1231;Réelle
02:00:00;1328;Réelle
01:30:00;1044;Réelle
01:00:00;1141;Réelle
00:30:00;857;Réelle

30/07/2025;;
00:00:00;923;Réelle
23:30:00;1339;Réelle
23:00:00;1332;Réelle
22:30:00;1948;Réelle
22:00:00;2045;Réelle
21:30:00;1761;Réelle
21:00:00;1858;Réelle
20:30:00;1574;Réelle
20:00:00;1671;Réelle
19:30:00;1387;Réelle
19:00:00;1484;Réelle
18:30:00;2100;Réelle
18:00:00;2093;Réelle
17:30:00;1013;Réelle
17:00:00;1006;Réelle
16:30:00;722;Réelle
16:00:00;819;Réelle
15:30:00;535;Réelle
15:00:00;632;Réelle
14:30:00;1248;Réelle
14:00:00;1345;Réelle
13:30:00;1061;Réelle
13:00:00;1158;Réelle
12:30:00;874;Réelle
12:00:00;867;Réelle
11:30:00;687;Réelle
11:00:00;680;Réelle
10:30:00;1296;Réelle
10:00:00;493;Réelle
09:30:00;1109;Réelle
09:00:00;1206;Réelle
08:30:00;922;Réelle
08:00:00;1019;Réelle
07:30:00;735;Réelle
07:00:00;832;Réelle
06:30:00;548;Réelle
06:00:00;541;Réelle
05:30:00;1361;Réelle
05:00:00;1354;Réelle
04:30:00;1070;Réelle
04:00:00;1167;Réelle
03:30:00;883;Réelle
03:00:00;980;Réelle
02:30:00;696;Réelle
02:00:00;793;Réelle
01:30:00;1409;Réelle
01:00:00;606;Réelle
00:30:00;1222;Réelle

29/07/2025;;
00:00:00;1288;Réelle
23:30:00;700;Réelle
23:00:00;797;Réelle
22:30:00;1413;Réelle
22:00:00;1510;Réelle
21:30:00;2126;Réelle
21:00:00;2223;Réelle
20:30:00;1939;Réelle
20:00:00;1932;Réelle
19:30:00;1752;Réelle
19:00:00;1745;Réelle
18:30:00;1461;Réelle
18:00:00;1558;Réelle
17:30:00;1274;Réelle
17:00:00;471;Réelle
16:30:00;1087;Réelle
16:00:00;1184;Réelle
15:30:00;900;Réelle
15:00:00;997;Réelle
14:30:00;713;Réelle
14:00:00;706;Réelle
13:30:00;526;Réelle
13:00:00;519;Réelle
12:30:00;1135;Réelle
12:00:00;1232;Réelle
11:30:00;948;Réelle
11:00:00;1045;Réelle
10:30:00;761;Réelle
10:00:00;858;Réelle
09:30:00;574;Réelle
09:00:00;671;Réelle
08:30:00;1287;Réelle
08:00:00;484;Réelle
07:30:00;1100;Réelle
07:00:00;1093;Réelle
06:30:00;913;Réelle
06:00:00;906;Réelle
05:30:00;722;Réelle
05:00:00;819;Réelle
04:30:00;1435;Réelle
04:00:00;632;Réelle
03:30:00;1248;Réelle
03:00:00;1345;Réelle
02:30:00;1061;Réelle
02:00:00;1158;Réelle
01:30:00;874;Réelle
01:00:00;867;Réelle
00:30:00;687;Réelle

28/07/2025;;
00:00:00;753;Réelle
23:30:00;1065;Réelle
23:00:00;1162;Réelle
22:30:00;1778;Réelle
22:00:00;1875;Réelle
21:30:00;1591;Réelle
21:00:00;1584;Réelle
20:30:00;1404;Réelle
20:00:00;1397;Réelle
19:30:00;2013;Réelle
19:00:00;2110;Réelle
18:30:00;1826;Réelle
18:00:00;1923;Réelle
17:30:00;739;Réelle
17:00:00;836;Réelle
16:30:00;552;Réelle
16:00:00;649;Réelle
15:30:00;1265;Réelle
15:00:00;1258;Réelle
14:30:00;1078;Réelle
14:00:00;1071;Réelle
13:30:00;787;Réelle
13:00:00;884;Réelle
12:30:00;600;Réelle
12:00:00;697;Réelle
11:30:00;1313;Réelle
11:00:00;510;Réelle
10:30:00;1126;Réelle
10:00:00;1223;Réelle
09:30:00;939;Réelle
09:00:00;932;Réelle
08:30:00;752;Réelle
08:00:00;745;Réelle
07:30:00;461;Réelle
07:00:00;558;Réelle
06:30:00;1174;Réelle
06:00:00;1271;Réelle
05:30:00;1087;Réelle
05:00:00;1184;Réelle
04:30:00;900;Réelle
04:00:00;997;Réelle
03:30:00;713;Réelle
03:00:00;706;Réelle
02:30:00;1426;Réelle
02:00:00;1419;Réelle
01:30:00;1135;Réelle
01:00:00;1232;Réelle
00:30:00;948;Réelle

27/07/2025;;
00:00:00;1118;Réelle
23:30:00;530;Réelle
23:00:00;523;Réelle
22:30:00;2143;Réelle
22:00:00;2136;Réelle
21:30:00;1852;Réelle
21:00:00;1949;Réelle
20:30:00;1665;Réelle
20:00:00;1762;Réelle
19:30:00;1478;Réelle
19:00:00;1575;Réelle
18:30:00;2191;Réelle
18:00:00;1388;Réelle
17:30:00;1104;Réelle
17:00:00;1201;Réelle
16:30:00;917;Réelle
16:00:00;910;Réelle
15:30:00;730;Réelle
15:00:00;723;Réelle
14:30:00;1339;Réelle
14:00:00;536;Réelle
13:30:00;1152;Réelle
13:00:00;1249;Réelle
12:30:00;965;Réelle
12:00:00;1062;Réelle
11:30:00;778;Réelle
11:00:00;875;Réelle
10:30:00;591;Réelle
10:00:00;584;Réelle
09:30:00;1304;Réelle
09:00:00;1297;Réelle
08:30:00;1013;Réelle
08:00:00;1110;Réelle
07:30:00;826;Réelle
07:00:00;923;Réelle
06:30:00;639;Réelle
06:00:00;736;Réelle
05:30:00;552;Réelle
05:00:00;649;Réelle
04:30:00;1265;Réelle
04:00:00;1258;Réelle
03:30:00;1078;Réelle
03:00:00;1071;Réelle
02:30:00;787;Réelle
02:00:00;884;Réelle
01:30:00;600;Réelle
01:00:00;697;Réelle
00:30:00;1313;Réelle

26/07/2025;;
00:00:00;1379;Réelle
23:30:00;895;Réelle
23:00:00;888;Réelle
22:30:00;1504;Réelle
22:00:00;1601;Réelle
21:30:00;2217;Réelle
21:00:00;1414;Réelle
20:30:00;2030;Réelle
20:00:00;2127;Réelle
19:30:00;1843;Réelle
19:00:00;1940;Réelle
18:30:00;1656;Réelle
18:00:00;1649;Réelle
17:30:00;569;Réelle
17:00:00;562;Réelle
16:30:00;1178;Réelle
16:00:00;1275;Réelle
15:30:00;991;Réelle
15:00:00;1088;Réelle
14:30:00;804;Réelle
14:00:00;901;Réelle
13:30:00;617;Réelle
13:00:00;714;Réelle
12:30:00;1330;Réelle
12:00:00;1323;Réelle
11:30:00;1143;Réelle
11:00:00;1136;Réelle
10:30:00;852;Réelle
10:00:00;949;Réelle
09:30:00;665;Réelle
09:00:00;762;Réelle
08:30:00;478;Réelle
08:00:00;575;Réelle
07:30:00;1191;Réelle
07:00:00;1288;Réelle
06:30:00;1004;Réelle
06:00:00;997;Réelle
05:30:00;917;Réelle
05:00:00;910;Réelle
04:30:00;626;Réelle
04:00:00;723;Réelle
03:30:00;1339;Réelle
03:00:00;1436;Réelle
02:30:00;1152;Réelle
02:00:00;1249;Réelle
01:30:00;965;Réelle
01:00:00;1062;Réelle
00:30:00;778;Réelle

25/07/2025;;
00:00:00;844;Réelle
23:30:00;1156;Réelle
23:00:00;1253;Réelle
22:30:00;1869;Réelle
22:00:00;1966;Réelle
21:30:00;1682;Réelle
21:00:00;1779;Réelle
20:30:00;1495;Réelle
20:00:00;1592;Réelle
19:30:00;2208;Réelle
19:00:00;2201;Réelle
18:30:00;2021;Réelle
18:00:00;2014;Réelle
17:30:00;830;Réelle
17:00:00;927;Réelle
16:30:00;643;Réelle
16:00:00;740;Réelle
15:30:00;456;Réelle
15:00:00;553;Réelle
14:30:00;1169;Réelle
14:00:00;1266;Réelle
13:30:00;982;Réelle
13:00:00;975;Réelle
12:30:00;795;Réelle
12:00:00;788;Réelle
11:30:00;504;Réelle
11:00:00;601;Réelle
10:30:00;1217;Réelle
10:00:00;1314;Réelle
09:30:00;1030;Réelle
09:00:00;1127;Réelle
08:30:00;843;Réelle
08:00:00;940;Réelle
07:30:00;656;Réelle
07:00:00;649;Réelle
06:30:00;469;Réelle
06:00:00;462;Réelle
05:30:00;1178;Réelle
05:00:00;1275;Réelle
04:30:00;991;Réelle
04:00:00;1088;Réelle
03:30:00;804;Réelle
03:00:00;901;Réelle
02:30:00;617;Réelle
02:00:00;714;Réelle
01:30:00;1330;Réelle
01:00:00;1323;Réelle
00:30:00;1143;Réelle

24/07/2025;;
00:00:00;1209;Réelle
23:30:00;621;Réelle
23:00:00;718;Réelle
22:30:00;2234;Réelle
22:00:00;1431;Réelle
21:30:00;2047;Réelle
21:00:00;2040;Réelle
20:30:00;1860;Réelle
20:00:00;1853;Réelle
19:30:00;1569;Réelle
19:00:00;1666;Réelle
18:30:00;1382;Réelle
18:00:00;1479;Réelle
17:30:00;1195;Réelle
17:00:00;1292;Réelle
16:30:00;1008;Réelle
16:00:00;1105;Réelle
15:30:00;821;Réelle
15:00:00;814;Réelle
14:30:00;634;Réelle
14:00:00;627;Réelle
13:30:00;1243;Réelle
13:00:00;1340;Réelle
12:30:00;1056;Réelle
12:00:00;1153;Réelle
11:30:00;869;Réelle
11:00:00;966;Réelle
10:30:00;682;Réelle
10:00:00;779;Réelle
09:30:00;495;Réelle
09:00:00;488;Réelle
08:30:00;1208;Réelle
08:00:00;1201;Réelle
07:30:00;917;Réelle
07:00:00;1014;Réelle
06:30:00;730;Réelle
06:00:00;827;Réelle
05:30:00;643;Réelle
05:00:00;740;Réelle
04:30:00;1356;Réelle
04:00:00;553;Réelle
03:30:00;1169;Réelle
03:00:00;1162;Réelle
02:30:00;982;Réelle
02:00:00;975;Réelle
01:30:00;691;Réelle
01:00:00;788;Réelle
00:30:00;1404;Réelle

23/07/2025;;
00:00:00;674;Réelle
23:30:00;986;Réelle
23:00:00;1083;Réelle
22:30:00;1699;Réelle
22:00:00;1692;Réelle
21:30:00;1512;Réelle
21:00:00;1505;Réelle
20:30:00;2121;Réelle
20:00:00;2218;Réelle
19:30:00;1934;Réelle
19:00:00;2031;Réelle
18:30:00;1747;Réelle
18:00:00;1844;Réelle
17:30:00;660;Réelle
17:00:00;757;Réelle
16:30:00;473;Réelle
16:00:00;466;Réelle
15:30:00;1186;Réelle
15:00:00;1179;Réelle
14:30:00;895;Réelle
14:00:00;992;Réelle
13:30:00;708;Réelle
13:00:00;805;Réelle
12:30:00;521;Réelle
12:00:00;618;Réelle
11:30:00;1234;Réelle
11:00:00;1331;Réelle
10:30:00;1047;Réelle
10:00:00;1040;Réelle
09:30:00;860;Réelle
09:00:00;853;Réelle
08:30:00;569;Réelle
08:00:00;666;Réelle
07:30:00;1282;Réelle
07:00:00;479;Réelle
06:30:00;1095;Réelle
06:00:00;1192;Réelle
05:30:00;1008;Réelle
05:00:00;1105;Réelle
04:30:00;821;Réelle
04:00:00;814;Réelle
03:30:00;634;Réelle
03:00:00;627;Réelle
02:30:00;1243;Réelle
02:00:00;1340;Réelle
01:30:00;1056;Réelle
01:00:00;1153;Réelle
00:30:00;869;Réelle

22/07/2025;;
00:00:00;935;Réelle
23:30:00;451;Réelle
23:00:00;1344;Réelle
22:30:00;1960;Réelle
22:00:00;2057;Réelle
21:30:00;1773;Réelle
21:00:00;1870;Réelle
20:30:00;1586;Réelle
20:00:00;1683;Réelle
19:30:00;1399;Réelle
19:00:00;1496;Réelle
18:30:00;2112;Réelle
18:00:00;2105;Réelle
17:30:00;1025;Réelle
17:00:00;1018;Réelle
16:30:00;734;Réelle
16:00:00;831;Réelle
15:30:00;547;Réelle
15:00:00;644;Réelle
14:30:00;1260;Réelle
14:00:00;457;Réelle
13:30:00;1073;Réelle
13:00:00;1170;Réelle
12:30:00;886;Réelle
12:00:00;879;Réelle
11:30:00;699;Réelle
11:00:00;692;Réelle
10:30:00;1308;Réelle
10:00:00;505;Réelle
09:30:00;1121;Réelle
09:00:00;1218;Réelle
08:30:00;934;Réelle
08:00:00;1031;Réelle
07:30:00;747;Réelle
07:00:00;844;Réelle
06:30:00;560;Réelle
06:00:00;553;Réelle
05:30:00;1373;Réelle
05:00:00;1366;Réelle
04:30:00;1082;Réelle
04:00:00;1179;Réelle
03:30:00;895;Réelle
03:00:00;992;Réelle
02:30:00;708;Réelle
02:00:00;805;Réelle
01:30:00;1421;Réelle
01:00:00;618;Réelle
00:30:00;1234;Réelle

21/07/2025;;
00:00:00;1300;Réelle
23:30:00;712;Réelle
23:00:00;809;Réelle
22:30:00;1425;Réelle
22:00:00;1522;Réelle
21:30:00;2138;Réelle
21:00:00;2235;Réelle
20:30:00;1951;Réelle
20:00:00;2048;Réelle
19:30:00;1764;Réelle
19:00:00;1757;Réelle
18:30:00;1577;Réelle
18:00:00;1570;Réelle
17:30:00;1286;Réelle
17:00:00;483;Réelle
16:30:00;1099;Réelle
16:00:00;1196;Réelle
15:30:00;912;Réelle
15:00:00;1009;Réelle
14:30:00;725;Réelle
14:00:00;822;Réelle
13:30:00;538;Réelle
13:00:00;531;Réelle
12:30:00;1251;Réelle
12:00:00;1244;Réelle
11:30:00;960;Réelle
11:00:00;1057;Réelle
10:30:00;773;Réelle
10:00:00;870;Réelle
09:30:00;586;Réelle
09:00:00;683;Réelle
08:30:00;1299;Réelle
08:00:00;496;Réelle
07:30:00;1112;Réelle
07:00:00;1105;Réelle
06:30:00;925;Réelle
06:00:00;918;Réelle
05:30:00;734;Réelle
05:00:00;831;Réelle
04:30:00;1447;Réelle
04:00:00;644;Réelle
03:30:00;1260;Réelle
03:00:00;1357;Réelle
02:30:00;1073;Réelle
02:00:00;1170;Réelle
01:30:00;886;Réelle
01:00:00;879;Réelle
00:30:00;699;Réelle

20/07/2025;;
00:00:00;765;Réelle
23:30:00;1077;Réelle
23:00:00;1174;Réelle
22:30:00;1790;Réelle
22:00:00;1887;Réelle
21:30:00;1603;Réelle
21:00:00;1596;Réelle
20:30:00;1416;Réelle
20:00:00;1409;Réelle
19:30:00;2025;Réelle
19:00:00;2122;Réelle
18:30:00;1838;Réelle
18:00:00;1935;Réelle
17:30:00;751;Réelle
17:00:00;848;Réelle
16:30:00;564;Réelle
16:00:00;661;Réelle
15:30:00;1277;Réelle
15:00:00;1270;Réelle
14:30:00;1090;Réelle
14:00:00;1083;Réelle
13:30:00;799;Réelle
13:00:00;896;Réelle
12:30:00;612;Réelle
12:00:00;709;Réelle
11:30:00;1325;Réelle
11:00:00;522;Réelle
10:30:00;1138;Réelle
10:00:00;1235;Réelle
09:30:00;951;Réelle
09:00:00;944;Réelle
08:30:00;764;Réelle
08:00:00;757;Réelle
07:30:00;473;Réelle
07:00:00;570;Réelle
06:30:00;1186;Réelle
06:00:00;1283;Réelle
05:30:00;1099;Réelle
05:00:00;1196;Réelle
04:30:00;912;Réelle
04:00:00;1009;Réelle
03:30:00;725;Réelle
03:00:00;718;Réelle
02:30:00;1438;Réelle
02:00:00;1431;Réelle
01:30:00;1147;Réelle
01:00:00;1244;Réelle
00:30:00;960;Réelle

19/07/2025;;
00:00:00;1130;Réelle
23:30:00;542;Réelle
23:00:00;639;Réelle
22:30:00;2155;Réelle
22:00:00;2148;Réelle
21:30:00;1968;Réelle
21:00:00;1961;Réelle
20:30:00;1677;Réelle
20:00:00;1774;Réelle
19:30:00;1490;Réelle
19:00:00;1587;Réelle
18:30:00;2203;Réelle
18:00:00;1400;Réelle
17:30:00;1116;Réelle
17:00:00;1213;Réelle
16:30:00;929;Réelle
16:00:00;922;Réelle
15:30:00;742;Réelle
15:00:00;735;Réelle
14:30:00;451;Réelle
14:00:00;548;Réelle
13:30:00;1164;Réelle
13:00:00;1261;Réelle
12:30:00;977;Réelle
12:00:00;1074;Réelle
11:30:00;790;Réelle
11:00:00;887;Réelle
10:30:00;603;Réelle
10:00:00;596;Réelle
09:30:00;1316;Réelle
09:00:00;1309;Réelle
08:30:00;1025;Réelle
08:00:00;1122;Réelle
07:30:00;838;Réelle
07:00:00;935;Réelle
06:30:00;651;Réelle
06:00:00;748;Réelle
05:30:00;564;Réelle
05:00:00;661;Réelle
04:30:00;1277;Réelle
04:00:00;1270;Réelle
03:30:00;1090;Réelle
03:00:00;1083;Réelle
02:30:00;799;Réelle
02:00:00;896;Réelle
01:30:00;612;Réelle
01:00:00;709;Réelle
00:30:00;1325;Réelle

18/07/2025;;
00:00:00;1391;Réelle
23:30:00;907;Réelle
23:00:00;900;Réelle
22:30:00;1516;Réelle
22:00:00;1613;Réelle
21:30:00;2229;Réelle
21:00:00;1426;Réelle
20:30:00;2042;Réelle
20:00:00;2139;Réelle
19:30:00;1855;Réelle
19:00:00;1952;Réelle
18:30:00;1668;Réelle
18:00:00;1661;Réelle
17:30:00;581;Réelle
17:00:00;574;Réelle
16:30:00;1190;Réelle
16:00:00;1287;Réelle
15:30:00;1003;Réelle
15:00:00;1100;Réelle
14:30:00;816;Réelle
14:00:00;913;Réelle
13:30:00;629;Réelle
13:00:00;726;Réelle
12:30:00;1342;Réelle
12:00:00;1335;Réelle
11:30:00;1155;Réelle
11:00:00;1148;Réelle
10:30:00;864;Réelle
10:00:00;961;Réelle
09:30:00;677;Réelle
09:00:00;774;Réelle
08:30:00;490;Réelle
08:00:00;587;Réelle
07:30:00;1203;Réelle
07:00:00;1300;Réelle
06:30:00;1016;Réelle
06:00:00;1009;Réelle
05:30:00;929;Réelle
05:00:00;922;Réelle
04:30:00;638;Réelle
04:00:00;735;Réelle
03:30:00;1351;Réelle
03:00:00;1448;Réelle
02:30:00;1164;Réelle
02:00:00;1261;Réelle
01:30:00;977;Réelle
01:00:00;1074;Réelle
00:30:00;790;Réelle

17/07/2025;;
00:00:00;856;Réelle
23:30:00;1168;Réelle
23:00:00;1265;Réelle
22:30:00;1881;Réelle
22:00:00;1978;Réelle
21:30:00;1694;Réelle
21:00:00;1791;Réelle
20:30:00;1507;Réelle
20:00:00;1604;Réelle
19:30:00;2220;Réelle
19:00:00;2213;Réelle
18:30:00;2033;Réelle
18:00:00;2026;Réelle
17:30:00;842;Réelle
17:00:00;939;Réelle
16:30:00;655;Réelle
16:00:00;752;Réelle
15:30:00;468;Réelle
15:00:00;565;Réelle
14:30:00;1181;Réelle
14:00:00;1278;Réelle
13:30:00;994;Réelle
13:00:00;987;Réelle
12:30:00;807;Réelle
12:00:00;800;Réelle
11:30:00;516;Réelle
11:00:00;613;Réelle
10:30:00;1229;Réelle
10:00:00;1326;Réelle
09:30:00;1042;Réelle
09:00:00;1139;Réelle
08:30:00;855;Réelle
08:00:00;952;Réelle
07:30:00;668;Réelle
07:00:00;661;Réelle
06:30:00;481;Réelle
06:00:00;474;Réelle
05:30:00;1190;Réelle
05:00:00;1287;Réelle
04:30:00;1003;Réelle
04:00:00;1100;Réelle
03:30:00;816;Réelle
03:00:00;913;Réelle
02:30:00;629;Réelle
02:00:00;726;Réelle
01:30:00;1342;Réelle
01:00:00;1335;Réelle
00:30:00;1155;Réelle

16/07/2025;;
00:00:00;1221;Réelle
23:30:00;633;Réelle
23:00:00;730;Réelle
22:30:00;2246;Réelle
22:00:00;1443;Réelle
21:30:00;2059;Réelle
21:00:00;2052;Réelle
20:30:00;1872;Réelle
20:00:00;1865;Réelle
19:30:00;1581;Réelle
19:00:00;1678;Réelle
18:30:00;1394;Réelle
18:00:00;1491;Réelle
17:30:00;1207;Réelle
17:00:00;1304;Réelle
16:30:00;1020;Réelle
16:00:00;1117;Réelle
15:30:00;833;Réelle
15:00:00;826;Réelle
14:30:00;646;Réelle
14:00:00;639;Réelle
13:30:00;1255;Réelle
13:00:00;452;Réelle
12:30:00;1068;Réelle
12:00:00;1165;Réelle
11:30:00;881;Réelle
11:00:00;978;Réelle
10:30:00;694;Réelle
10:00:00;791;Réelle
09:30:00;507;Réelle
09:00:00;500;Réelle
08:30:00;1220;Réelle
